Timestamp,Did you pass your May '23 Level II exam? ,What other designations have you obtained or are actively pursuing?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask questions on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision/review)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What degrees have you obtained?,What did you average on the CFAI Mocks (in %)?,What did you average on the Kaplan Schweser Mocks (in %)?,What did you average on the Mark Meldrum Mocks (in %)?,"How confident did you feel in your exam performance, right after the exam?",How many hours did you study for the exam?,What was your professional situation while studying for the exam?,What resources did you utilize in studying for the Level II exam?,Did you ask question on r/CFA?,Did you use search to find answers on r/CFA?,When did you begin studying for the exam?,When did you finish the curriculum (start revision)?,Was it your first time sitting for Level II?,How many full mock exams did you take?,How would you rank the four most challenging topics to study for the exam? [Hardest],How would you rank the four most challenging topics to study for the exam? [2nd hardest],How would you rank the four most challenging topics to study for the exam? [3rd hardest],How would you rank the four most challenging topics to study for the exam? [4th hardest],"In hindsight, what could you have done to improve your score?",Maximizing the use of question banks,Maximizing the number of mocks taken,Maximizing the number of hours spent on revision,Starting revision as early as possible,Focusing on remembering facts over understanding the material (for the hardest parts of the curriculum),Learning formulas by heart,Spaced repetition,Requesting help online,Why are you undertaking the journey towards the CFA?,What is your age?,Is English your first language?,To what capacity did you utilize r/CFA?,Has your success in the CFA Level 1 helped your career so far?,How many years of professional investment-related experience do you have?,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Ethics and Professional Standards,Quantitative Methods,Economics,Financial Statement Analysis,Corporate Finance,Equity,Fixed Income,Derivatives,Alternative Investments,Portfolio Management,Any feedback?
7/8/2023 6:55:05,Yes,CIM,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MBA",75,,,3,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Mark Meldrum (paid)",Yes,Yes,5 months prior,1 month prior,Yes,2,Financial Reporting & Analysis,Derivatives,Quantitative Methods,Derivatives,I do not believe I could have done anything specific to improve my score,5,2,5,5,1,3,5,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",7-10,Above 70%,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 7:05:59,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",65,,60,3,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Mark Meldrum (paid)",No,No,5 months prior,0.5 month prior,No,5,Financial Reporting & Analysis,Derivatives,Equity Investments,Economics,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Spend less time on formulas, Write fewer notes, Practice spaced repetition (flashcards, coming back to topics often)",5,5,4,3,2,4,4,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,"Yes, it has moderately helped",5-7,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/8/2023 7:10:40,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",67,63,,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,6 months prior,0.5 month prior,Yes,3,Quantitative Methods,Fixed Income,Financial Reporting & Analysis,Derivatives,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier, Write more notes",4,4,5,5,3,3,4,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",2-3,Above 70%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/8/2023 7:39:21,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",64,60,,2,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, UWorld QBank",No,No,6 months prior,2.5 months prior,Yes,7,Derivatives,Fixed Income,Financial Reporting & Analysis,Quantitative Methods,Write fewer notes,5,5,2,3,2,5,3,1,"I want to challenge myself, My employer is encouraging me to pursue the CFA exams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",2-3,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 8:40:05,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",79,,,2,Between 450 and 500 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid)",No,No,5 months prior,2.5 months prior,Yes,5,Financial Reporting & Analysis,Alternative Investments,Quantitative Methods,Derivatives,Spend less time on formulas,5,4,4,4,1,5,4,2,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,User - I come here to see if there is help,"Yes, it has moderately helped",1-2,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Below 50%,Above 70%,,,,,,,,,,,
7/8/2023 10:11:53,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,,,4,Between 300 and 350 hours,Full-Time Work,"CFAI QBank, Kaplan Schweser Books",No,No,5 months prior,0.5 month prior,Yes,0,Financial Reporting & Analysis,Derivatives,Portfolio Management,Equity Investments,Finish the curriculum earlier,4,2,5,5,3,5,3,1,My employer is encouraging me to pursue the CFA exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,1-2,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/8/2023 10:54:51,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",67,,,3,Between 400 and 450 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid), UWorld QBank",No,Yes,5 months prior,2 months prior,No,4,Quantitative Methods,Derivatives,Portfolio Management,Ethics,"Take more mock exams, Write more notes, Practice spaced repetition (flashcards, coming back to topics often)",5,4,5,4,2,3,4,2,"I want to improve my professional marketability, I want to change careers, I want to challenge myself",25-29,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,1-2,,,,,,,,,,,Between 70% and 50%,Below 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,
7/8/2023 11:05:36,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",66,,,3,Between 500 and 550 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid), Wiley QBank, Wiley Books",No,No,6 months prior,I did not finish the curriculum in time,No,1,Quantitative Methods,Derivatives,Financial Reporting & Analysis,Portfolio Management,"Do more practice questions, Finish the curriculum earlier, Spend more time on formulas, Practice spaced repetition (flashcards, coming back to topics often)",3,3,4,3,2,4,5,2,"I want to improve my professional marketability, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-39,Yes,Not at all,It has had no impact on my career so far,5-7,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/8/2023 13:28:30,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",75,,,4,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books",No,No,5 months prior,1 month prior,Yes,2,Ethics,Corporate Issuers,Financial Reporting & Analysis,Alternative Investments,"Take more mock exams, Finish the curriculum earlier",5,5,4,4,1,3,3,2,"I want to learn what the CFA curriculum has to offer, I want to change careers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,User - I come here to see if there is help,It has had no impact on my career so far,0,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 15:13:20,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",75,,,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books",No,No,4 months prior,1.5 months prior,No,2,Derivatives,Portfolio Management,Quantitative Methods,Financial Reporting & Analysis,"Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier",3,3,4,4,1,4,2,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,Not at all,"Yes, it has moderately helped",3-5,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 15:15:48,Yes,"CFP, CAIA","Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",72,76,,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",Yes,No,8 months prior,1.5 months prior,Yes,6,Financial Reporting & Analysis,Fixed Income,Derivatives,Quantitative Methods,"Spend less time on review, Start preparing for the exam later",4,5,4,2,4,5,3,3,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,No,User - I come here to see if there is help,"Yes, it has moderately helped",7-10,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 16:21:00,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",80,,,5,Between 400 and 450 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Mark Meldrum (paid), AnalystForum",No,Yes,9 months prior,4 months prior,Yes,2,Quantitative Methods,Fixed Income,Derivatives,Financial Reporting & Analysis,"Finish the curriculum earlier, Spend less time on review, Start preparing for the exam earlier, Other",5,,3,3,2,5,4,3,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,User - I come here to see if there is help,It has had no impact on my career so far,1-2,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/8/2023 19:25:46,Yes,"CPA, CIA, CRMA","Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MBA",65,,,2,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Secret Sauce, Mark Meldrum (paid), Salt Solutions, IFT",No,No,3 months prior,2.5 months prior,No,1,Quantitative Methods,Equity Investments,Fixed Income,Derivatives,"Do more practice questions, Finish the curriculum earlier, Spend more time on review, Spend more time on formulas",5,3,4,4,4,3,3,1,My employer is encouraging me to pursue the CFA exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-50,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,3-5,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,Above 70%,Below 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/8/2023 19:27:26,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MBA",65,65,,3,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,Yes,5 months prior,1.5 months prior,Yes,8,Financial Reporting & Analysis,Derivatives,Fixed Income,Quantitative Methods,I do not believe I could have done anything specific to improve my score,5,4,5,5,2,2,4,3,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out",Prefer not to say,0,Above 70%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,"Level II requires a detailed understanding and application of financial theories, formulas, etc. to security analysis. It is imperative that you understand the “why” and I believe it’s best to think about difficult topics via the “bigger picture”. Having said that, Level II was incredibly interesting and ties together topics that were brushed on in Level I. It also helps with real world investing and understanding market intricacies. "
7/8/2023 21:11:01,Yes,None,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",73,,70,5,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books, Mark Meldrum (paid)",No,No,5 months prior,1 month prior,Yes,3,Derivatives,Quantitative Methods,Ethics,Fixed Income,I do not believe I could have done anything specific to improve my score,5,3,5,3,1,2,4,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,No,"If I see it on my front page and the topic interests me, I'll check it out","Yes, I have leveraged it into finding a job",2-3,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,,,,,,,,,,,
7/8/2023 23:55:35,Yes,None,MBA,60,70,,4,Between 300 and 350 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Kaplan Schweser Videos",No,No,4 months prior,3 months prior,No,3,Derivatives,Fixed Income,Quantitative Methods,Financial Reporting & Analysis,"Do more practice questions, Finish the curriculum earlier, Spend more time on review, Write more notes",4,3,5,4,5,2,1,1,"I want to improve my professional marketability, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,10+,Above 70%,Below 50%,Above 70%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/9/2023 3:06:09,Yes,ACCA,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",60,,,2,Between 450 and 500 hours,Student,"CFAI Mocks, CFAI QBank, CFAI Physical Books, Kaplan Schweser Secret Sauce, Mark Meldrum (paid), Study Group (outside of Discord)",No,No,5 months prior,2.5 months prior,Yes,1,Derivatives,Financial Reporting & Analysis,Fixed Income,Quantitative Methods,"Do more practice questions, Take more mock exams, Spend more time on formulas, Write more notes, Practice spaced repetition (flashcards, coming back to topics often)",5,4,4,5,5,4,4,2,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,0,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,
7/9/2023 3:39:37,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",64,,,2,Between 350 and 400 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Local CFA Society Sponsored Prep Provider, Other",No,Yes,6 months prior,2 months prior,Yes,4,Derivatives,Financial Reporting & Analysis,Quantitative Methods,Economics,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on formulas, Start preparing for the exam earlier",5,3,5,4,3,4,4,2,"I want to improve my professional marketability, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,Yes,User - I come here to see if there is help,"Yes, it has moderately helped",1-2,Above 70%,Above 70%,Below 50%,Between 70% and 50%,Below 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Below 50%,Above 70%,,,,,,,,,,,
7/9/2023 4:52:50,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",75,,,5,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Other",No,Yes,6 months prior,Didn't follow explicit curriculum,No,4,Derivatives,Financial Reporting & Analysis,Quantitative Methods,Fixed Income,"Take more mock exams, Finish the curriculum earlier, Spend more time on review",5,5,3,3,2,2,2,4,I want a higher salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,3-5,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/9/2023 6:17:17,Yes,None,MS in Finance,69,68,70,4,Between 500 and 550 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI PDF Books, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Videos, Mark Meldrum (paid)",No,No,9 months prior,2.5 months prior,Yes,5,Economics,Portfolio Management,Financial Reporting & Analysis,Quantitative Methods,"Spend more time on review, Practice spaced repetition (flashcards, coming back to topics often)",5,4,5,5,3,4,3,2,"I want to improve my professional marketability, I want to change careers, I want to challenge myself, I want a higher salary, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,2-3,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Below 50%,Between 70% and 50%,,,,,,,,,,,
7/9/2023 6:50:28,Yes,FMVA,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",65,,65,2,Between 450 and 500 hours,Prefer not to say,Mark Meldrum (paid),Yes,No,4 months prior,1.5 months prior,No,3,Derivatives,Portfolio Management,Fixed Income,Financial Reporting & Analysis,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Spend more time on formulas, Start preparing for the exam earlier, Practice spaced repetition (flashcards, coming back to topics often)",5,3,5,5,5,4,3,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,Contributor - I comment and help others if I can,"Yes, it has moderately helped",1-2,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/9/2023 7:24:13,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",62,,60,3,Between 250 and 300 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, CFAI Physical Books, CFAI PDF Books, Mark Meldrum (paid), Spaced Repetition (flash cards, Anki, Quizlet)",No,Yes,4 months prior,3.5 months prior,No,5,Financial Reporting & Analysis,Derivatives,Economics,Fixed Income,"Do more practice questions, Finish the curriculum earlier, Spend more time on review, Spend more time on formulas, Start preparing for the exam earlier, Write more notes, Practice spaced repetition (flashcards, coming back to topics often)",5,5,5,5,5,5,5,3,"I want to improve my professional marketability, I want a higher salary",25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",3-5,,,,,,,,,,,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Below 50%,Between 70% and 50%,Above 70%,Above 70%,Between 70% and 50%,Below 50%,Above 70%,
7/9/2023 8:03:56,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",65,,,2,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Kaplan Schweser Books, Mark Meldrum (paid), ChatGPT",No,No,5 months prior,1 month prior,Yes,0,Quantitative Methods,Derivatives,Fixed Income,Portfolio Management,"Take more mock exams, Spend more time on review, Spend more time on formulas, Write more notes",5,3,5,5,4,5,2,2,I want to improve my professional marketability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-24,Yes,User - I come here to see if there is help,"Yes, it has moderately helped",0-1,Between 70% and 50%,Below 50%,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,,,,,,,,,,,
7/9/2023 8:07:10,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related), MS in Finance",64,,,4,Between 150 and 200 hours,Full-Time Work,"CFAI Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Videos",No,Yes,3 months prior,0.5 month prior,Yes,2,Financial Reporting & Analysis,Quantitative Methods,Corporate Issuers,Ethics,"Do more practice questions, Take more mock exams, Finish the curriculum earlier",5,5,2,3,3,2,1,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,User - I come here to see if there is help,"Yes, it has moderately helped",1-2,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,,,,,,,,,,,Would be very interesting to see the gender distribution as well
7/9/2023 8:47:54,Yes,None,"Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",,62,,3,Between 300 and 350 hours,Full-Time Work,"CFAI QBank, CFAI PDF Books, Kaplan Schweser Mocks, Kaplan Schweser QBank, Kaplan Schweser Books, Kaplan Schweser Secret Sauce, Mark Meldrum (paid)",No,No,7 months prior,2 months prior,No,5,Derivatives,Quantitative Methods,Financial Reporting & Analysis,Fixed Income,Do more practice questions,5,4,5,4,5,5,5,2,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to challenge myself, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, I have leveraged it into finding a job",3-5,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,,,,,,,,,,,
7/9/2023 8:54:16,Yes,FRM,"Post-Work Masters (Non-MBA, MS in Finance)",,,60,4,Between 300 and 350 hours,Full-Time Work,"CFAI QBank, Mark Meldrum (paid)",No,Yes,3 months prior,1.5 months prior,Yes,6,Financial Reporting & Analysis,Equity Investments,Derivatives,Ethics,"Do more practice questions, Take more mock exams, Finish the curriculum earlier, Spend more time on review, Start preparing for the exam earlier",4,2,4,5,2,5,5,5,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,No,"If I see it on my front page and the topic interests me, I'll check it out",It has had no impact on my career so far,0-1,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
7/9/2023 9:35:22,No,"CPA, CFP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachelor's Degree / Pre-Work Masters (Non-Finance, Econ, Accounting related)",68,,,3,Over 600 hours,Student & Part-Time Work,"CFAI Mocks, CFAI QBank, CFAI Physical Books, CFAI PDF Books, Mark Meldrum (paid)",No,No,12 months prior (or earlier),5 months prior or earlier,No,10 +,Derivatives,Financial Reporting & Analysis,Quantitative Methods,Fixed Income,"Do more practice questions, Take more mock exams, Spend more time on review",5,5,5,5,3,3,3,1,"I want to improve my professional marketability, I want to learn what the CFA curriculum has to offer, I want to change careers, I want to challenge myself",50+,Yes,"If I see it on my front page and the topic interests me, I'll check it out","Yes, it has moderately helped",2-3,,,,,,,,,,,Above 70%,Above 70%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Between 70% and 50%,Below 50%,Above 70%,
7/9/2023 12:14:52,Yes,"FRM, CAIA","Bachelor's Degree / Pre-Work Masters (Finance, Econ, Accounting related)",62,,,3,Between 200 and 250 hours,Full-Time Work,"CFAI Mocks, CFAI QBank, Mark Meldrum (paid)",No,No,4 months prior,1 month prior,Yes,2,Financial Reporting & Analysis,Derivatives,Economics,Quantitative Methods,Start preparing for the exam earlier,5,3,2,4,3,2,4,1,"I want to improve my professional marketability, I want to challenge myself, My employer is encouraging me to pursue the CFA exams, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-29,Yes,User - I come here to see if there is help,"Yes, it has moderately helped",1-2,Above 70%,Between 70% and 50%,Above 70%,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Below 50%,Above 70%,Above 70%,,,,,,,,,,,
7/9/2023 13:51:47,Yes,None,MS in Finance,,82,,5,Over 600 hours,Full-Time Work,"CFAI QBank, Kaplan Schweser Mocks, Kaplan Schweser Books",No,No,12 months prior (or earlier),5 months prior or earlier,Yes,7,Derivatives,Financial Reporting & Analysis,Ethics,Alternative Investments,I do not believe I could have done anything specific to improve my score,3,,4,4,3,4,5,,"I want to improve my professional marketability, I want to change careers, I want a higher salary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-34,No,Not at all,It has had no impact on my career so far,2-3,Between 70% and 50%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,Above 70%,,,,,,,,,,,
